Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	collection_date	env_biome	env_feature	env_material	flowcell_barcode	geo_loc_name	gssr_id	host	host_age	host_disease	host_sex	host_subject_id	instrument_name	isolation_source	lane	lat_lon	library_type	lsid	product_order	project	read_group_id	run_barcode	run_name	work_request	AssemblyName	Consent	Organism
RNA-Seq	181	PRJNA398089	SAMN07526705	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107926	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM67VGK_MTX	2018-05-15	726	269	ILLUMINA	2017-08-21	SRR5949260	SRS2443129	SRP115494	H4009C19_MTX		2015-03-03	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	6		female	4009				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526706	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107927	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM6XBT9_MTX	2018-05-15	327	136	ILLUMINA	2017-08-21	SRR5949259	SRS2443130	SRP115494	P6013C5_MTX		2015-03-03	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	6	ulcerative colitis	male	6013				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526703	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107928	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM67VHJ_MTX	2018-05-15	820	342	ILLUMINA	2017-08-21	SRR5949258	SRS2443131	SRP115494	H4020C11_MTX		2015-02-26	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	13	Crohn''s disease	male	4020				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526704	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107929	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79H5Q_MTX	2018-05-15	1150	477	ILLUMINA	2017-08-21	SRR5949257	SRS2443132	SRP115494	M2039C16_MTX		2015-02-27	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	40		female	2039				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526783	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107931	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM6XBUK_MTX	2018-05-15	1671	608	ILLUMINA	2017-08-21	SRR5949255	SRS2443133	SRP115494	P6010C12_MTX		2015-05-05	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	10	Crohn''s disease	male	6010				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526784	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107930	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4HM_MTX	2018-05-15	2038	738	ILLUMINA	2017-08-21	SRR5949256	SRS2443134	SRP115494	H4035C2_MTX		2015-05-05	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	male	4035				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526786	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107932	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM7J1BB_MTX	2018-05-15	1119	463	ILLUMINA	2017-08-21	SRR5949254	SRS2443135	SRP115494	P6012C11_MTX		2015-05-06	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	female	6012				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526785	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107933	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79HDA_MTX	2018-05-15	584	210	ILLUMINA	2017-08-21	SRR5949253	SRS2443136	SRP115494	M2069C3_MTX		2015-05-05	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	29	ulcerative colitis	female	2069				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526780	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107934	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79HCI_MTX	2018-05-15	478	175	ILLUMINA	2017-08-21	SRR5949252	SRS2443137	SRP115494	M2072C2_MTX		2015-05-04	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	51		male	2072				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526779	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107935	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79H9M_MTX	2018-05-15	1488	611	ILLUMINA	2017-08-21	SRR5949251	SRS2443138	SRP115494	M2061C8_MTX		2015-04-29	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	56		male	2061				Missing										public	human gut metagenome
RNA-Seq	89	PRJNA398089	SAMN07526782	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107936	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM7J1A6_MTX	2017-08-21	1017	382	ILLUMINA	2017-08-21	SRR5949250	SRS2443139	SRP115494	P6018C6_MTX		2015-05-05	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	17		female	6018				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526781	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107937	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4HC_MTX	2018-05-15	2889	1066	ILLUMINA	2017-08-21	SRR5949249	SRS2443140	SRP115494	H4023C14_MTX		2015-05-05	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16		male	4023				Missing										public	human gut metagenome
RNA-Seq	178	PRJNA398089	SAMN07526788	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107938	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM79HRG_MTX	2018-05-15	986	414	ILLUMINA	2017-08-21	SRR5949248	SRS2443141	SRP115494	C3031C7_MTX		2015-05-08	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens		Crohn''s disease	female	3031				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526787	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107939	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4PI_MTX	2018-05-15	632	271	ILLUMINA	2017-08-21	SRR5949247	SRS2443142	SRP115494	H4019C16_MTX		2015-05-06	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	11	ulcerative colitis	female	4019				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526958	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107940	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM9VZNH_MTX	2018-05-15	1792	653	ILLUMINA	2017-08-21	SRR5949246	SRS2443143	SRP115494	M2047C20_MTX		2015-08-31	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	57		male	2047				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526957	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107941	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM9VZMA_MTX	2018-05-15	3586	1285	ILLUMINA	2017-08-21	SRR5949245	SRS2443144	SRP115494	M2077C2_MTX		2015-08-31	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	32		female	2077				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526920	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107942	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4KQ_MTX	2018-05-15	1374	574	ILLUMINA	2017-08-21	SRR5949244	SRS2443145	SRP115494	H4016C24_MTX		2015-07-29	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	10		female	4016				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526925	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107943	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4NO_MTX	2018-05-15	2629	1110	ILLUMINA	2017-08-21	SRR5949243	SRS2443146	SRP115494	H4040C2_MTX		2015-08-04	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	17	ulcerative colitis	female	4040				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07526600	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107944	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM67UBN_MTX	2018-05-15	978	352	ILLUMINA	2017-08-21	SRR5949242	SRS2443147	SRP115494	C3002C17_MTX		2014-12-09	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	76	Crohn''s disease	female	3002				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526599	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107945	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM6J2LV_MTX	2018-05-15	104	44	ILLUMINA	2017-08-21	SRR5949241	SRS2443148	SRP115494	M2041C8_MTX		2014-12-09	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	55		male	2041				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07526601	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107947	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM67UDR_MTX	2018-05-15	1656	606	ILLUMINA	2017-08-21	SRR5949239	SRS2443149	SRP115494	C3004C16_MTX		2014-12-09	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	47	ulcerative colitis	female	3004				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526602	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107946	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM67VGA_MTX	2018-05-15	411	174	ILLUMINA	2017-08-21	SRR5949240	SRS2443150	SRP115494	H4009C13_MTX		2014-12-10	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	6		female	4009				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07526604	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107948	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM79HGP_MTX	2018-05-15	1200	446	ILLUMINA	2017-08-21	SRR5949238	SRS2443151	SRP115494	C3001C20_MTX		2014-12-10	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	43	Crohn''s disease	female	3001				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526603	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107949	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM6J2RO_MTX	2018-05-15	2070	865	ILLUMINA	2017-08-21	SRR5949237	SRS2443152	SRP115494	M2042C10_MTX		2014-12-10	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	44		male	2042				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07526606	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107950	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM6J2LB_MTX	2018-05-15	149	54	ILLUMINA	2017-08-21	SRR5949236	SRS2443153	SRP115494	M2008C22_MTX		2014-12-12	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	30	Crohn''s disease	female	2008				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526605	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107951	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM67UB3_MTX	2018-05-15	157	57	ILLUMINA	2017-08-21	SRR5949235	SRS2443154	SRP115494	C3016C6_MTX		2014-12-10	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	32	Crohn''s disease	female	3016				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526607	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107953	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM79HHO_MTX	2018-05-15	1138	480	ILLUMINA	2017-08-21	SRR5949233	SRS2443155	SRP115494	C3021C2_MTX		2014-12-12	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	38	Crohn''s disease	female	3021				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526608	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107952	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM67VD6_MTX	2018-05-15	1395	503	ILLUMINA	2017-08-21	SRR5949234	SRS2443156	SRP115494	H4020C6_MTX		2014-12-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	13	Crohn''s disease	male	4020				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526857	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107954	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM7J16U_MTX	2018-05-15	926	387	ILLUMINA	2017-08-21	SRR5949232	SRS2443157	SRP115494	P6017C9_MTX		2015-06-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	11		male	6017				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526537	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107956	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM6XRQI_MTX	2018-05-15	629	263	ILLUMINA	2017-08-21	SRR5949230	SRS2443158	SRP115494	H4017C3_MTX		2014-10-15	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	Crohn''s disease	female	4017				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07526858	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107955	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOLE_MTX	2018-05-15	1588	578	ILLUMINA	2017-08-21	SRR5949231	SRS2443159	SRP115494	C3010C24_MTX		2015-06-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	51	Crohn''s disease	female	3010				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526538	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107957	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM67UAU_MTX	2018-05-15	721	262	ILLUMINA	2017-08-21	SRR5949229	SRS2443160	SRP115494	C3016C2_MTX		2014-10-15	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	32	Crohn''s disease	female	3016				Missing										public	human gut metagenome
RNA-Seq	178	PRJNA398089	SAMN07526849	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107958	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM7J17X_MTX	2018-05-15	355	152	ILLUMINA	2017-08-21	SRR5949228	SRS2443161	SRP115494	P6018C9_MTX		2015-06-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	17		female	6018				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07526850	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107959	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79HDG_MTX	2018-05-15	1692	608	ILLUMINA	2017-08-21	SRR5949227	SRS2443162	SRP115494	M2069C6_MTX		2015-06-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	29	ulcerative colitis	female	2069				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07526851	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107960	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM7J17L_MTX	2018-05-15	1892	782	ILLUMINA	2017-08-21	SRR5949226	SRS2443163	SRP115494	P6016C9_MTX		2015-06-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	Crohn''s disease	male	6016				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526852	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107961	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4I5_MTX	2018-05-15	670	246	ILLUMINA	2017-08-21	SRR5949225	SRS2443164	SRP115494	H4024C16_MTX		2015-06-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	11		male	4024				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526853	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107962	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM7J18E_MTX	2018-05-15	1688	610	ILLUMINA	2017-08-21	SRR5949224	SRS2443165	SRP115494	P6010C15_MTX		2015-06-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	10	Crohn''s disease	male	6010				Missing										public	human gut metagenome
RNA-Seq	159	PRJNA398089	SAMN07526854	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107963	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4LP_MTX	2018-05-15	10	4	ILLUMINA	2017-08-21	SRR5949223	SRS2443166	SRP115494	H4039C1_MTX		2015-06-15	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	12	Crohn''s disease	female	4039				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07526855	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107964	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79H7C_MTX	2018-05-15	1206	432	ILLUMINA	2017-08-21	SRR5949222	SRS2443167	SRP115494	M2071C2_MTX		2015-06-15	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	26	ulcerative colitis	female	2071				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07526856	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107965	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4HS_MTX	2018-05-15	1234	459	ILLUMINA	2017-08-21	SRR5949221	SRS2443168	SRP115494	H4035C5_MTX		2015-06-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	male	4035				Missing										public	human gut metagenome
RNA-Seq	178	PRJNA398089	SAMN07526828	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107966	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KON2_MTX	2018-05-15	1743	722	ILLUMINA	2017-08-21	SRR5949220	SRS2443169	SRP115494	C3012C21_MTX		2015-06-02	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	37	Crohn''s disease	female	3012				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526827	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107967	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM7J1BF_MTX	2018-05-15	1281	493	ILLUMINA	2017-08-21	SRR5949219	SRS2443170	SRP115494	P6012C13_MTX		2015-06-02	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	female	6012				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526820	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107968	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79H9Q_MTX	2018-05-15	3784	1357	ILLUMINA	2017-08-21	SRR5949218	SRS2443171	SRP115494	M2061C10_MTX		2015-05-27	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	56		male	2061				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526819	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107969	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79HCP_MTX	2018-05-15	560	207	ILLUMINA	2017-08-21	SRR5949217	SRS2443172	SRP115494	M2072C5_MTX		2015-05-27	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	51		male	2072				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07526822	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107970	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79HDQ_MTX	2018-05-15	1412	512	ILLUMINA	2017-08-21	SRR5949216	SRS2443173	SRP115494	M2068C5_MTX		2015-05-27	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	19	Crohn''s disease	female	2068				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07526824	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107972	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7CYY9_MTX	2018-05-15	1505	626	ILLUMINA	2017-08-21	SRR5949214	SRS2443174	SRP115494	H4017C19_MTX		2015-05-28	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	Crohn''s disease	female	4017				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526821	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107971	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOJO_MTX	2018-05-15	561	237	ILLUMINA	2017-08-21	SRR5949215	SRS2443175	SRP115494	C3009C24_MTX		2015-05-27	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	56	Crohn''s disease	male	3009				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526826	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107974	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOOH_MTX	2018-05-15	1751	738	ILLUMINA	2017-08-21	SRR5949212	SRS2443176	SRP115494	C3022C14_MTX		2015-05-29	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	69		male	3022				Missing										public	human gut metagenome
RNA-Seq	160	PRJNA398089	SAMN07526823	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107973	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4LD_MTX	2018-05-15	958	389	ILLUMINA	2017-08-21	SRR5949213	SRS2443177	SRP115494	H4018C19_MTX		2015-05-27	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	13		female	4018				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526825	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107975	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOKD_MTX	2018-05-15	1422	593	ILLUMINA	2017-08-21	SRR5949211	SRS2443178	SRP115494	C3016C18_MTX		2015-05-28	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	32	Crohn''s disease	female	3016				Missing										public	human gut metagenome
